match_id,direction,g14,g17,res
2711532,down,,shallow,B
2711537,down,shallow,shallow,B
2711543,down,deep,shallow,A
2711548,down,deep,shallow,A
2711552,up,shallow,deep,A
2711559,down,deep,,A
2711577,down,shallow,deep,B
2711588,up,deep,deep,A
2711604,down,shallow,shallow,B
2711612,up,deep,deep,A
2713357,down,,,B
2713380,up,,deep,B
2713385,down,shallow,shallow,B
2713392,up,deep,,B
2713394,down,deep,shallow,P
2713413,down,deep,shallow,B
2713430,down,shallow,shallow,A
2713441,down,deep,shallow,B
2713444,down,shallow,shallow,B
2713446,down,,shallow,B
2713482,down,deep,shallow,B
2713483,down,deep,shallow,A
2713502,down,,,B
2713514,up,deep,deep,B
2713523,down,shallow,shallow,A
2713533,down,deep,shallow,B
2713535,up,,deep,A
2713536,down,deep,deep,B
2713541,down,deep,shallow,B
2713544,down,deep,deep,B
2713553,down,,deep,B
2713557,down,,deep,B
2713568,down,deep,deep,A
2713588,down,deep,deep,A
2713603,down,deep,deep,B
2713627,down,deep,shallow,B
2713642,up,deep,deep,A
2713650,down,shallow,deep,B
2713654,down,deep,deep,A
2713661,down,deep,shallow,A
2713677,up,deep,deep,B
2716487,down,deep,shallow,A
2716498,down,deep,deep,A
2716499,down,deep,shallow,B
2716504,down,deep,shallow,B
2716505,down,shallow,shallow,B
2716513,down,deep,shallow,B
2716521,down,deep,shallow,B
2716532,down,deep,deep,A
2716534,down,shallow,shallow,A
2716541,down,deep,shallow,B
2716542,down,shallow,shallow,B
2716556,up,deep,deep,A
2716564,down,deep,deep,A
2716565,up,deep,shallow,A
2716567,down,shallow,shallow,B
2716575,down,deep,shallow,A
2716578,down,shallow,shallow,B
2716590,down,shallow,shallow,A
2716593,down,shallow,deep,A
2716594,down,shallow,shallow,B
2716597,down,deep,deep,B
2716599,down,shallow,deep,B
2716601,down,shallow,shallow,B
2716609,down,shallow,deep,B
2716617,down,deep,shallow,B
2716622,down,shallow,deep,A
2716632,down,shallow,deep,A
2716644,down,shallow,shallow,A
2716654,down,deep,shallow,A
2716656,down,,shallow,B
2716668,down,shallow,shallow,A
2716669,down,shallow,shallow,B
2719772,down,deep,deep,B
2719793,up,deep,shallow,A
2719799,up,deep,shallow,B
2719806,up,,shallow,A
2719817,down,deep,deep,B
2719822,down,shallow,deep,A
2719833,down,deep,deep,A
2719835,up,deep,deep,A
2719840,up,deep,deep,A
2719852,down,shallow,deep,A
2719861,down,deep,shallow,A
2719868,up,deep,deep,A
2719885,down,shallow,deep,A
2719888,down,deep,shallow,B
2719895,down,deep,deep,B
2719899,down,deep,deep,A
2719900,up,deep,deep,A
2719911,down,deep,deep,B
2719914,down,shallow,shallow,B
2719919,down,,shallow,B
2719943,down,shallow,shallow,B
2719948,up,deep,deep,B
2719949,down,,deep,B
2719952,down,shallow,deep,A
2719960,down,shallow,shallow,A
2719963,down,,shallow,B
2719978,down,shallow,shallow,B
2719979,up,,deep,A
2719980,up,deep,shallow,B
2719989,up,deep,shallow,A
2719993,down,deep,deep,A
2720004,up,deep,deep,A
2720007,down,shallow,deep,A
2720008,down,deep,shallow,A
2720009,down,,shallow,A
2720010,down,shallow,deep,B
2720011,down,deep,shallow,B
2720013,up,shallow,deep,B
2720017,down,shallow,deep,B
2721503,down,shallow,deep,B
2721511,down,deep,deep,B
2722717,down,shallow,shallow,B
2722746,down,shallow,shallow,A
2722751,down,deep,shallow,A
2722752,up,deep,shallow,A
2722764,down,deep,deep,A
2722766,down,,deep,B
2722769,down,deep,shallow,B
2722777,down,shallow,shallow,A
2722793,up,deep,deep,A
2722805,down,deep,deep,B
2722808,up,deep,deep,A
2722817,up,deep,deep,A
2722821,down,shallow,shallow,B
2722839,down,shallow,shallow,A
2722845,down,shallow,shallow,A
2722853,down,deep,shallow,B
2722858,down,deep,shallow,B
2722867,down,shallow,deep,A
2722877,down,deep,deep,B
2722879,down,deep,deep,A
2722884,down,shallow,shallow,B
2722903,down,deep,deep,B
2722905,down,shallow,shallow,B
2728674,down,shallow,deep,A
2728677,down,shallow,shallow,A
2728678,down,shallow,shallow,P
2728682,down,deep,deep,B
2728705,down,shallow,shallow,B
2728708,down,shallow,shallow,B
2728715,down,deep,shallow,B
2728721,down,deep,deep,B
2734725,down,deep,,B
2734736,down,deep,shallow,A
2734741,up,deep,shallow,A
2734743,down,shallow,deep,B
2734745,down,deep,shallow,A
2734747,down,deep,shallow,A
2734752,down,shallow,deep,B
2734760,down,deep,deep,B
2734783,down,shallow,shallow,B
2734789,down,shallow,shallow,P
2734794,down,deep,shallow,A
2734795,up,shallow,deep,B
2734797,down,,deep,B
2734805,down,deep,deep,A
2734811,down,deep,shallow,A
2734814,down,deep,deep,B
2734819,down,deep,shallow,B
2734824,down,shallow,deep,B
2734828,up,deep,deep,A
2734829,down,shallow,shallow,B
2734838,down,shallow,deep,B
2734847,down,deep,deep,B
2734851,down,shallow,shallow,A
2734855,down,shallow,deep,B
2734856,down,shallow,deep,A
2734858,down,deep,shallow,P
2734859,down,deep,shallow,B
2734868,down,deep,shallow,B
2734872,down,deep,shallow,B
2734876,down,deep,deep,B
2734892,down,deep,deep,B
2734900,down,,deep,A
2734908,up,shallow,deep,A
2734912,down,shallow,deep,A
2734921,down,deep,shallow,A
2734923,down,deep,shallow,B
2734926,down,deep,deep,A
2734930,down,deep,deep,B
2734933,down,deep,deep,A
2734938,down,deep,deep,B
2734947,down,shallow,shallow,B
2734967,down,shallow,shallow,A
2734968,down,,deep,A
2734975,down,shallow,deep,B
2734999,down,,deep,B
2735012,down,deep,shallow,B
2735022,down,shallow,deep,B
2735032,down,deep,deep,A
2735062,up,deep,deep,A
2735068,down,shallow,deep,B
2739433,down,deep,deep,B
2741346,down,shallow,shallow,A
2741364,down,shallow,shallow,A
2741368,down,shallow,shallow,A
2741369,down,deep,shallow,A
2741376,up,shallow,deep,P
2741386,down,deep,shallow,B
2741395,down,shallow,shallow,B
2741396,down,deep,deep,B
2741401,down,shallow,shallow,B
2741408,down,deep,shallow,A
2741410,down,shallow,deep,A
2741411,down,deep,shallow,A
2741422,down,deep,shallow,B
2741426,down,shallow,shallow,B
2741428,up,deep,deep,A
2741444,down,shallow,deep,B
2741448,down,deep,shallow,A
2741452,down,deep,deep,B
2741456,down,deep,deep,B
2741465,down,shallow,shallow,B
2741468,up,shallow,deep,A
2741481,down,deep,shallow,B
2741485,down,deep,deep,B
2741493,down,deep,shallow,A
2741497,down,,deep,B
2741499,down,deep,deep,P
2741503,down,deep,deep,B
2741504,down,shallow,shallow,B
2741507,down,shallow,shallow,A
2741508,down,deep,shallow,A
2741518,down,deep,shallow,B
2741528,up,deep,deep,A
2741533,up,,deep,A
2741537,down,deep,,P
2741543,down,deep,deep,B
2741550,down,deep,deep,B
2741563,down,shallow,shallow,P
2741564,down,deep,deep,B
2741574,down,shallow,shallow,B
2741591,down,shallow,shallow,B
2741592,down,deep,shallow,A
2741594,down,shallow,shallow,B
2741603,down,shallow,shallow,B
2741605,down,shallow,deep,B
2741606,down,shallow,shallow,A
2741620,down,shallow,shallow,B
2741635,down,deep,shallow,A
2741642,down,deep,shallow,B
2741651,down,,shallow,B
2741654,down,deep,deep,B
2741655,down,deep,deep,B
2741656,down,shallow,deep,A
2741667,down,,shallow,B
2741672,down,deep,deep,B
2741676,down,deep,deep,B
2741685,down,deep,shallow,A
2741686,down,deep,deep,B
2741691,down,deep,deep,A
2741698,down,deep,deep,A
2741699,down,deep,deep,B
2741702,down,deep,deep,B
2741706,up,deep,deep,A
2741709,down,shallow,deep,A
2741712,down,deep,deep,B
2741719,up,deep,deep,A
2741721,down,deep,deep,A
2741744,down,deep,shallow,A
2741746,down,shallow,shallow,B
2741749,down,deep,deep,B
2741763,down,deep,deep,B
2741768,down,deep,shallow,B
2741772,down,shallow,shallow,B
2741788,down,deep,shallow,B
2741794,down,deep,deep,B
2741801,down,deep,deep,A
2741804,down,shallow,shallow,A
2744854,down,deep,deep,B
2744855,down,shallow,shallow,P
2744869,down,deep,shallow,A
2744875,down,shallow,shallow,A
2744883,up,deep,shallow,B
2744889,down,shallow,deep,A
2744894,down,shallow,deep,B
2744906,down,shallow,shallow,A
2744923,down,deep,deep,B
2744924,down,shallow,shallow,A
2744937,down,deep,shallow,A
2744945,down,shallow,shallow,A
2744951,down,deep,deep,B
2744965,down,shallow,deep,B
2744966,down,deep,shallow,B
2744992,down,shallow,shallow,A
2744996,down,deep,shallow,B
2745006,down,deep,shallow,A
2745010,down,shallow,shallow,A
2745015,down,deep,shallow,B
2745019,down,shallow,shallow,B
2745020,down,deep,shallow,B
2745025,down,deep,deep,B
2745036,down,deep,shallow,A
2745062,down,shallow,shallow,A
2745070,down,deep,shallow,B
2745076,down,deep,shallow,A
2745083,down,shallow,shallow,A
2745088,down,shallow,shallow,B
2745089,down,shallow,shallow,B
2745093,down,shallow,shallow,A
2745107,down,shallow,deep,B
2745110,down,shallow,shallow,B
2745112,down,deep,shallow,B
2745113,down,deep,deep,A
2745116,down,shallow,shallow,B
2745123,down,deep,shallow,A
2745131,down,deep,deep,B
2745140,down,deep,deep,B
2745141,down,deep,deep,B
2745143,down,,deep,B
2745168,down,shallow,shallow,B
2745171,down,deep,shallow,A
2745173,down,deep,shallow,B
2745174,down,,shallow,P
2745177,up,deep,deep,P
2745185,up,,shallow,B
2745192,down,deep,deep,B
2745193,down,shallow,deep,B
2745199,down,deep,shallow,A
2745206,down,deep,deep,B
2753541,down,deep,deep,A
2753559,down,deep,deep,B
2753565,down,deep,deep,B
2753569,down,deep,deep,B
2753578,down,deep,shallow,A
2753592,down,deep,deep,B
2753595,up,deep,deep,A
2753603,down,deep,shallow,B
2753616,down,deep,deep,P
2753617,up,deep,shallow,B
2753619,down,deep,deep,A
2753626,down,deep,deep,A
2753654,down,deep,deep,B
2753662,down,deep,deep,B
2753664,down,deep,shallow,B
2753674,down,shallow,shallow,B
2753678,down,deep,shallow,B
2753696,down,deep,shallow,B
2753703,down,deep,deep,A
2753712,down,deep,,B
2769816,up,,shallow,A
2775603,down,,deep,B
2776097,down,,shallow,B
2776102,down,shallow,deep,B
2776108,down,,deep,A
2776112,down,shallow,shallow,B
2776114,down,shallow,deep,A
2776117,down,deep,deep,B
2776119,down,deep,shallow,B
2776126,down,shallow,shallow,B
2776128,down,,deep,B
2776130,down,shallow,shallow,B
2776132,down,shallow,shallow,B
2776134,down,deep,deep,B
2776136,down,deep,shallow,B
2776156,down,shallow,shallow,A
2776158,down,deep,deep,B
2776163,down,deep,shallow,A
2776164,down,shallow,shallow,B
2776169,down,shallow,shallow,B
2776170,down,deep,deep,A
2776178,down,deep,shallow,A
2776185,down,deep,shallow,B
2776190,down,deep,shallow,B
2776194,down,shallow,deep,B
2776195,down,deep,deep,B
2776204,down,deep,deep,B
2776213,down,deep,shallow,B
2776216,down,shallow,shallow,P
2776217,down,deep,shallow,B
2776220,down,deep,shallow,A
2776223,down,shallow,deep,B
2776224,down,shallow,shallow,B
2776225,down,deep,deep,B
2776229,down,deep,shallow,B
2776232,down,shallow,shallow,A
2776245,down,deep,deep,B
2776246,down,shallow,shallow,A
2776249,down,deep,shallow,B
2776250,down,shallow,shallow,A
2776256,down,shallow,shallow,B
2776259,down,deep,shallow,A
2776263,down,shallow,shallow,B
2776278,down,shallow,deep,B
2776289,down,deep,shallow,B
2776293,down,shallow,deep,B
2776728,down,deep,deep,B
2776998,down,,deep,B
2784226,down,deep,deep,B
2784231,down,deep,deep,A
2784236,down,deep,shallow,B
2784237,down,deep,shallow,A
2784240,down,deep,deep,B
2784244,down,deep,shallow,B
2784245,down,shallow,deep,B
2784247,down,shallow,shallow,B
2784253,down,deep,shallow,B
2784268,down,deep,shallow,B
2784270,up,shallow,deep,B
2784275,down,shallow,deep,B
2784278,down,shallow,shallow,A
2784280,down,deep,deep,B
2784286,down,shallow,deep,B
2784288,down,shallow,deep,A
2784296,down,shallow,deep,B
2784303,down,shallow,shallow,B
2784310,down,deep,shallow,B
2784314,down,deep,shallow,A
2784317,down,deep,shallow,A
2784323,down,deep,shallow,B
2784334,up,shallow,deep,B
2784335,up,deep,deep,A
2784338,down,shallow,deep,B
2784343,down,deep,deep,P
2784348,down,deep,shallow,B
2784354,down,deep,shallow,A
2784521,down,shallow,deep,B
2784529,down,deep,deep,B
2784531,down,shallow,shallow,A
2784532,down,deep,deep,B
2784541,down,shallow,deep,B
2784545,down,shallow,deep,B
2784548,down,deep,shallow,A
2784554,down,deep,shallow,B
2784563,up,shallow,shallow,B
2784570,down,deep,deep,B
2784573,down,shallow,shallow,B
2784576,down,shallow,shallow,B
2784581,down,deep,deep,B
2784586,up,shallow,deep,A
2784607,down,shallow,deep,A
2784610,up,deep,shallow,A
2784612,down,,shallow,B
2784614,up,shallow,shallow,A
2784620,down,shallow,shallow,B
2784628,down,shallow,deep,A
2784633,down,shallow,deep,A
2784635,down,deep,shallow,A
2784641,down,shallow,shallow,A
2784642,down,shallow,shallow,A
2784647,down,shallow,shallow,B
2784653,down,deep,deep,P
2784656,down,shallow,shallow,B
2784657,down,shallow,deep,A
2784659,down,shallow,shallow,A
2784662,down,deep,shallow,A
2784663,down,deep,shallow,B
2784665,up,shallow,deep,A
2784671,down,deep,shallow,B
2784672,down,deep,deep,A
2784675,down,deep,shallow,A
2784680,down,shallow,shallow,B
2784682,down,deep,deep,B
2784684,down,shallow,deep,B
2784687,down,shallow,deep,B
2784688,down,,shallow,P
2784689,up,deep,shallow,B
2784701,down,,shallow,B
2784703,down,shallow,deep,A
2784709,down,deep,shallow,A
2784711,down,deep,deep,B
2784724,down,deep,deep,B
2784734,down,deep,deep,B
2784748,down,deep,shallow,B
2784754,down,deep,deep,P
2784755,down,deep,deep,B
2784758,down,deep,shallow,A
2784770,down,shallow,deep,P
2784777,down,shallow,deep,B
2784782,down,deep,deep,A
2784783,up,deep,deep,A
2784787,down,deep,shallow,A
2784791,up,deep,deep,B
2784792,down,deep,shallow,A
2784796,down,deep,deep,A
2784811,down,shallow,deep,B
2784821,down,deep,deep,B
2784826,down,shallow,deep,A
2784829,down,deep,deep,A
2784852,down,deep,shallow,B
2785151,down,deep,deep,A
2785159,down,deep,shallow,B
2785160,up,shallow,shallow,A
2785166,down,deep,shallow,B
2785167,up,deep,shallow,B
2785169,down,shallow,shallow,B
2785172,down,shallow,deep,B
2785173,down,deep,shallow,P
2785176,down,deep,deep,A
2785177,down,deep,shallow,B
2785179,up,deep,shallow,A
2785185,down,shallow,shallow,B
2785187,down,shallow,deep,A
2785199,down,deep,shallow,A
2785203,down,shallow,shallow,A
2785204,down,shallow,deep,A
2785226,down,shallow,shallow,B
2785232,down,deep,shallow,A
2785233,up,shallow,deep,B
2785240,down,shallow,shallow,B
2785251,down,deep,deep,A
2785261,down,deep,deep,B
2785265,down,deep,shallow,B
2785269,down,deep,deep,P
2789152,down,deep,deep,B
2789153,down,shallow,deep,A
2789160,down,shallow,deep,A
2789165,down,deep,shallow,A
2789170,down,shallow,shallow,B
2789173,down,shallow,shallow,A
2789180,down,deep,deep,B
2789195,down,,,B
2789196,down,deep,deep,A
2789198,down,deep,deep,B
2789216,down,shallow,shallow,A
2789217,down,deep,deep,P
2789218,down,deep,shallow,B
2789225,down,deep,shallow,B
2789230,up,shallow,shallow,A
2789232,down,shallow,shallow,B
2789239,up,deep,deep,A
2789240,up,deep,shallow,B
2789244,down,shallow,deep,A
2789255,up,shallow,shallow,B
2789257,down,shallow,deep,B
2789258,up,deep,deep,A
2789266,down,,deep,B
2789272,down,deep,shallow,A
2789277,down,shallow,deep,A
2789294,down,deep,shallow,A
2789295,down,deep,deep,A
2789300,down,shallow,deep,A
2789303,down,deep,shallow,B
2789304,down,deep,shallow,B
2789312,down,shallow,deep,B
2789314,down,deep,deep,B
2789318,down,deep,shallow,B
2789321,down,deep,deep,A
2789322,down,shallow,deep,B
2789324,down,shallow,deep,P
2789325,down,deep,shallow,B
2789336,down,deep,deep,B
2789337,down,shallow,deep,P
2789344,down,deep,shallow,B
2789346,down,deep,shallow,A
2789355,down,shallow,shallow,A
2789357,down,deep,deep,B
2789359,down,shallow,deep,B
2789372,down,deep,shallow,A
2789374,down,shallow,deep,A
2789377,down,deep,deep,B
2789391,down,deep,,B
2789398,up,shallow,shallow,P
2789421,down,deep,deep,B
2789428,down,shallow,shallow,B
2789434,down,shallow,shallow,B
2789436,down,shallow,shallow,B
2789440,down,shallow,shallow,B
2789443,up,,,A
2789447,up,deep,shallow,A
2789453,down,shallow,deep,A
2789460,down,shallow,shallow,B
2789474,down,shallow,deep,B
2789481,down,deep,deep,P
2789484,down,deep,shallow,A
2789500,down,shallow,deep,B
2789501,up,deep,deep,A
2790223,down,shallow,deep,A
2790235,down,deep,,B
2790244,down,deep,deep,A
2790251,down,shallow,deep,A
2790252,down,deep,deep,B
2790261,down,shallow,shallow,B
2790262,down,deep,deep,B
2790263,down,shallow,deep,A
2790265,down,deep,deep,B
2790272,down,deep,shallow,B
2790278,down,deep,shallow,A
2790285,down,shallow,shallow,A
2790286,up,shallow,shallow,P
2790300,down,shallow,deep,A
2790308,down,deep,deep,B
2790320,down,deep,deep,A
2790321,down,deep,shallow,B
2790325,up,deep,deep,B
2790349,down,,deep,B
2790359,down,shallow,deep,B
2790362,up,,deep,A
2790366,down,deep,deep,A
2790724,down,deep,deep,B
2790733,down,deep,deep,B
2790748,down,deep,shallow,B
2790755,down,deep,shallow,A
2790761,down,deep,shallow,A
2790779,down,shallow,shallow,B
2790790,down,shallow,shallow,B
2790805,down,deep,shallow,B
2790808,down,shallow,deep,B
2790823,down,deep,shallow,B
2790834,down,,deep,A
2790836,down,deep,deep,A
2790837,down,deep,shallow,A
2790840,up,deep,deep,B
2790841,down,deep,shallow,A
2790856,up,deep,shallow,A
2790860,down,deep,deep,B
2790861,down,deep,deep,B
2790870,down,deep,,B
2790872,down,,shallow,B
2790873,down,shallow,deep,P
2790876,up,shallow,deep,P
2790877,down,shallow,shallow,B
2790881,down,deep,deep,A
2790901,down,shallow,shallow,B
2790905,down,deep,shallow,B
2790909,down,shallow,shallow,B
2790915,down,deep,shallow,P
2790919,down,deep,deep,B
2790920,down,deep,shallow,B
2790923,up,deep,shallow,A
2790924,down,shallow,shallow,B
2790931,down,,deep,B
2790932,down,shallow,shallow,B
2790935,down,deep,shallow,B
2790942,down,shallow,shallow,A
2790949,up,shallow,shallow,P
2790956,down,shallow,deep,B
2790972,down,deep,deep,A
2790985,down,deep,deep,A
2790990,up,shallow,deep,A
2790994,down,deep,deep,B
2791510,down,deep,shallow,A
2791517,down,shallow,shallow,B
2791518,down,shallow,shallow,A
2791519,down,deep,shallow,B
2791523,down,deep,shallow,B
2791543,down,deep,deep,B
2791544,down,shallow,shallow,B
2791546,down,shallow,deep,A
2791547,down,deep,shallow,A
2791570,down,deep,shallow,B
2791572,down,deep,,A
2791577,down,deep,deep,B
2791585,down,deep,deep,B
2791590,up,deep,deep,A
2791602,down,deep,shallow,B
2791608,down,deep,shallow,A
2791616,down,,deep,P
2791619,down,deep,deep,A
2791625,down,shallow,deep,P
2791629,down,deep,deep,A
2791635,down,deep,deep,A
2791642,down,shallow,shallow,B
2791643,down,shallow,deep,P
2791644,down,shallow,deep,A
2791645,up,deep,shallow,A
2791646,down,shallow,deep,B
2791648,down,deep,shallow,B
2791657,down,shallow,deep,A
2791664,down,shallow,shallow,A
2791667,down,deep,shallow,B
2791668,up,deep,shallow,B
2791677,down,shallow,deep,B
2791682,up,deep,shallow,A
2791683,down,deep,deep,P
2791684,down,shallow,deep,A
2791690,down,deep,deep,B
2791694,down,shallow,shallow,B
2791737,down,shallow,shallow,A
2791738,down,shallow,deep,B
2791742,up,deep,deep,A
2791744,down,shallow,shallow,B
2791748,down,deep,deep,B
2791750,down,shallow,shallow,B
2791760,down,shallow,shallow,A
2791762,down,shallow,deep,B
2791766,down,deep,shallow,B
2791768,up,deep,deep,B
2791782,down,shallow,shallow,A
2791788,down,shallow,shallow,B
2791789,down,deep,deep,A
2791791,down,shallow,shallow,B
2791795,down,shallow,shallow,B
2791797,down,,deep,B
2791801,down,shallow,shallow,B
2791804,down,deep,deep,B
2791806,down,shallow,shallow,P
2791817,down,shallow,deep,A
2791818,up,shallow,deep,A
2791835,up,deep,shallow,P
2791847,down,shallow,deep,B
2791849,down,shallow,shallow,B
2791850,down,deep,shallow,B
2791854,down,deep,shallow,B
2791861,up,deep,deep,A
2791863,down,deep,deep,B
2791871,down,shallow,deep,A
2791872,down,shallow,shallow,B
2791874,down,deep,shallow,B
2791883,down,deep,deep,B
2791888,down,deep,deep,B
2791896,down,shallow,deep,A
2791898,down,shallow,deep,B
2791901,down,shallow,deep,A
2791920,down,deep,deep,B
2791923,up,deep,shallow,A
2791924,up,shallow,deep,A
2791929,down,shallow,shallow,A
2791932,down,deep,deep,B
2791942,down,deep,shallow,B
2791949,up,deep,shallow,B
2791955,down,deep,shallow,A
2793174,down,shallow,deep,B
2793177,down,shallow,shallow,B
2793178,down,deep,deep,B
2793183,down,shallow,shallow,A
2793189,down,shallow,deep,A
2793192,down,deep,shallow,B
2793201,down,deep,shallow,B
2793202,up,shallow,deep,B
2793203,down,deep,deep,B
2793208,down,shallow,shallow,A
2793214,down,shallow,shallow,A
2793219,down,shallow,shallow,B
2793221,down,deep,shallow,A
2793224,down,deep,shallow,B
2793228,down,shallow,deep,P
2793234,down,deep,deep,A
2793237,up,shallow,shallow,P
2793261,down,shallow,shallow,B
2793265,down,deep,deep,A
2793273,up,shallow,deep,A
2793276,down,deep,deep,A
2793277,down,shallow,shallow,B
2793281,down,deep,shallow,B
2793283,up,shallow,deep,A
2793304,down,deep,deep,B
2793305,up,shallow,deep,P
2793321,down,shallow,deep,B
2793324,down,deep,deep,B
2793329,up,deep,shallow,P
2793337,down,deep,shallow,A
2793343,up,deep,shallow,B
2793349,down,shallow,deep,B
2793350,up,,shallow,B
2793356,down,shallow,shallow,B
2793365,up,deep,deep,B
2793371,down,deep,shallow,A
2793372,up,shallow,shallow,A
2793383,down,deep,shallow,B
2793390,down,deep,shallow,B
2793403,down,deep,deep,B
2793405,down,deep,shallow,B
2793412,down,shallow,shallow,B
2793413,down,shallow,deep,B
2793425,down,deep,deep,B
2793431,up,deep,shallow,A
2793494,down,shallow,,B
2797479,down,deep,shallow,B
2797482,down,deep,deep,B
2797502,down,deep,deep,A
2797527,down,shallow,shallow,B
2797531,down,deep,shallow,B
2797532,down,deep,deep,B
2797535,down,deep,shallow,A
2797538,down,deep,shallow,B
2797555,down,deep,,B
2797558,down,deep,,A
2797563,down,deep,shallow,B
2797572,down,deep,shallow,A
2797587,down,,,P
2797615,down,shallow,shallow,B
2797641,down,deep,,B
2797643,down,,deep,B
2797669,down,shallow,,B
2797683,down,shallow,deep,B
2797697,down,shallow,shallow,B
2797704,down,shallow,deep,B
2797707,down,deep,shallow,P
2797716,down,deep,deep,B
2797732,down,deep,deep,B
2797739,down,deep,shallow,A
2797740,down,deep,deep,B
2797741,down,deep,shallow,B
2797744,down,shallow,shallow,B
2797745,up,,deep,P
2797748,up,,shallow,A
2797756,down,deep,deep,A
2797768,down,deep,deep,A
2797772,down,deep,shallow,B
2797784,down,deep,deep,A
2797787,down,deep,shallow,B
2797802,down,shallow,shallow,B
2797816,up,deep,shallow,A
2797835,down,deep,deep,B
2797846,down,shallow,,A
2797849,down,deep,,A
2797861,down,,deep,A
2797867,down,deep,shallow,P
2797883,down,deep,,B
2797903,up,deep,,B
2797905,down,deep,,B
2797908,down,deep,,A
2797909,up,,deep,B
2797916,up,shallow,,P
2797922,down,deep,deep,B
2797923,up,deep,deep,A
2797937,down,deep,shallow,B
2797941,up,deep,deep,P
2797944,down,deep,deep,A
2797946,down,shallow,,B
2797953,down,deep,shallow,A
2797968,down,deep,deep,B
2798041,down,deep,deep,B
2798045,down,shallow,deep,B
2798049,down,deep,shallow,A
2798059,down,shallow,deep,B
2798068,down,deep,shallow,B
2798069,down,shallow,shallow,B
2798070,down,deep,shallow,B
2798081,down,deep,deep,B
2798100,down,shallow,shallow,A
2798105,down,deep,deep,B
2798113,down,,shallow,B
2798119,down,deep,shallow,B
2798131,down,shallow,deep,B
2798149,down,shallow,shallow,B
2798189,up,shallow,deep,A
2798197,down,shallow,deep,A
2798217,down,deep,deep,B
2798220,down,shallow,shallow,B
2798223,down,deep,shallow,B
2798242,down,shallow,shallow,A
2798244,down,deep,,P
2798245,down,deep,shallow,P
2798249,down,deep,deep,B
2798251,down,,shallow,B
2798276,down,,shallow,B
2798305,down,shallow,shallow,B
2798306,down,deep,deep,B
2798325,down,deep,shallow,B
2798338,down,deep,shallow,B
2798382,down,deep,deep,B
2798396,down,deep,deep,B
2798397,down,deep,shallow,B
2798404,down,shallow,deep,B
2798409,down,deep,shallow,B
2798415,up,deep,shallow,B
2798425,down,shallow,shallow,A
2798443,down,deep,deep,B
2798446,down,deep,deep,B
2798453,down,deep,shallow,B
2798467,down,deep,deep,A
2798476,down,shallow,deep,B
2798480,down,shallow,deep,B
2798481,down,deep,shallow,B
2798482,down,shallow,,A
2798500,down,deep,shallow,B
2798507,up,shallow,shallow,P
2798508,down,shallow,shallow,B
2798516,up,deep,shallow,A
2798521,up,shallow,shallow,A
2798528,up,shallow,deep,A
2798541,down,shallow,shallow,B
2798544,down,shallow,shallow,B
2798546,up,shallow,shallow,B
2798558,down,deep,shallow,B
2798599,down,deep,,B
2798601,down,shallow,,B
2798603,down,deep,,B
2798606,down,shallow,,B
2798623,down,,,B
2798632,down,deep,,B
2798643,down,shallow,,B
2798661,down,shallow,,B
2798674,down,deep,,B
2798693,down,deep,,B
2798695,down,deep,,A
2798697,down,shallow,,B
2798699,down,deep,,B
2798723,down,deep,deep,B
2798726,down,deep,,B
2798730,up,deep,,A
2798732,down,shallow,,B
2798742,down,shallow,,B
2798786,down,shallow,,B
2798788,down,deep,deep,A
2798800,down,deep,,B
2798802,up,,,A
2798809,up,deep,deep,A
2798816,down,shallow,shallow,P
2798820,down,deep,shallow,A
2798827,down,shallow,,B
2798829,up,deep,,P
2798842,up,deep,deep,B
2798846,down,shallow,deep,B
2798850,down,shallow,deep,B
2798879,down,deep,deep,A
2798896,down,deep,shallow,P
2798906,up,shallow,,B
2798952,down,shallow,,B
2798954,down,deep,deep,B
2798964,down,deep,shallow,B
2798973,down,shallow,,P
2799033,down,shallow,,A
2799034,down,shallow,,A
2799044,up,deep,shallow,B
2799045,down,shallow,,B
2799046,down,deep,deep,B
2799051,up,,,A
2799060,down,deep,shallow,A
2799428,down,,shallow,A
2799430,down,shallow,shallow,B
2799431,down,deep,shallow,A
2799432,up,deep,deep,B
2799436,up,deep,deep,P
2799437,down,shallow,shallow,B
2799442,down,shallow,shallow,B
2799443,up,deep,deep,A
2799451,down,,shallow,B
2799460,down,shallow,deep,A
2799467,down,shallow,shallow,B
2799470,down,deep,shallow,A
2799483,down,deep,deep,B
2799485,down,shallow,deep,B
2799496,down,shallow,deep,A
2799498,down,deep,deep,A
2799501,down,deep,shallow,A
2799502,down,deep,deep,P
2799507,down,deep,deep,B
2799514,down,shallow,shallow,B
2799515,down,deep,deep,B
2799517,down,shallow,shallow,B
2799533,down,deep,deep,B
2799541,down,deep,deep,B
2799545,down,shallow,deep,B
2799552,down,deep,deep,A
2799563,down,shallow,deep,B
2799572,down,shallow,deep,A
2799577,down,deep,deep,A
2799580,down,deep,deep,A
2799606,down,deep,deep,B
2799616,down,deep,shallow,A
2799624,up,deep,deep,A
2799626,down,shallow,deep,A
2799642,up,deep,deep,A
2799644,down,deep,shallow,B
2799649,down,deep,deep,B
2799654,down,shallow,deep,B
2799656,down,deep,shallow,B
2799659,down,deep,deep,B
2799660,down,shallow,shallow,B
2799662,down,shallow,shallow,A
2799665,up,deep,deep,A
